shot_neck_distance,release_angle,label
0.07385535420372484,,1.0
0.11564713908772968,-33.52418381855143,1.0
0.12999901545729722,,1.0
0.12545304278433683,,1.0
0.10221861041895955,,1.0
0.10896361123210281,,1.0
0.10658751814115072,,1.0
0.09955061539871281,,1.0
0.09870712563880699,,1.0
0.09818478985471668,,1.0
0.09630384283367349,,1.0
0.0996767234225539,,1.0
0.07385535420372484,,1.0
0.11564713908772963,,1.0
0.12999901545729714,,1.0
0.1254530427843369,,1.0
0.10221861041895951,,1.0
0.10896361123210274,,1.0
0.10658751814115075,,1.0
0.09955061539871282,,1.0
0.09870712563880704,,1.0
0.09818478985471668,,1.0
0.09630384283367352,,1.0
0.09967672342255392,,1.0
0.06891242565954728,,1.0
0.10790720538878086,,1.0
0.12129855154175831,,1.0
0.11705682787455382,,1.0
0.09537740990433854,,1.0
0.10167098702032074,,1.0
0.09945391907371354,,1.0
0.09288797619333583,,1.0
0.09210093880111425,,1.0
0.09161356146363447,,1.0
0.0898585008704696,,1.0
0.09300564416625018,,1.0
0.11679988236760341,,0.0
0.14863748566679152,,0.0
0.16159845881302226,,0.0
0.14995743569365494,,0.0
0.1334084124992848,,0.0
0.07889906203695488,,0.0
0.07509393805318547,,0.0
0.05981426113670824,,0.0
0.05283585879187975,,0.0
0.055117780649078935,,0.0
0.058669045197177944,,0.0
0.05805157141887757,,0.0
0.06041548300632195,,0.0
0.06218310056423842,,0.0
0.06804297977349706,,0.0
0.05558516526078175,,0.0
0.07249245115833201,,0.0
0.08031471307489538,,0.0
0.08446308387040093,,0.0
0.08917411911977319,,0.0
0.11679988236760339,,0.0
0.14863748566679152,,0.0
0.16159845881302226,,0.0
0.14995743569365494,,0.0
0.13340841249928476,,0.0
0.07889906203695486,,0.0
0.07509393805318548,,0.0
0.05981426113670823,,0.0
0.05283585879187972,,0.0
0.05511778064907887,,0.0
0.05866904519717791,,0.0
0.0580515714188776,,0.0
0.060415483006322004,,0.0
0.06218310056423841,,0.0
0.06804297977349699,,0.0
0.05558516526078179,,0.0
0.07249245115833199,,0.0
0.08031471307489535,,0.0
0.084463083870401,,0.0
0.08917411911977322,,0.0
0.11040036538611138,,0.0
0.14049357238255392,,0.0
0.15274440810343248,,0.0
0.1417412017662762,,0.0
0.12609890683920139,,0.0
0.07457614768897487,,0.0
0.07097950812365866,,0.0
0.05653701143302243,,0.0
0.04994095882523271,,0.0
0.05209785317915394,,0.0
0.0554545423790535,,0.0
0.054870900260937674,,0.0
0.05710529209168414,,0.0
0.0587760611053267,,0.0
0.06431487495262618,,0.0
0.052539629582193714,,0.0
0.06852055784119965,,0.0
0.07591423458324052,,0.0
0.07983531431634747,,0.0
0.08428822987015466,,0.0
0.11107514744354945,,0.0
0.1550534118916457,,0.0
0.18096740831393954,,0.0
0.1706805005763071,,0.0
0.14367366827243724,,0.0
0.10938359590848343,,0.0
0.09660337799665009,,0.0
0.060617030842937535,,0.0
0.06748200386508929,,0.0
0.07311119474475915,,0.0
0.11107514744354945,,0.0
0.1550534118916457,,0.0
0.1809674083139395,,0.0
0.17068050057630713,,0.0
0.14367366827243724,,0.0
0.1093835959084835,,0.0
0.0966033779966501,,0.0
0.06061703084293756,,0.0
0.06748200386508936,,0.0
0.07311119474475916,,0.0
0.10358519120637874,,0.0
0.1445979383116296,,0.0
0.1687645168497219,,0.0
0.15917127003034157,,0.0
0.13398554709896565,,0.0
0.10200770341340232,,0.0
0.09008927389496083,,0.0
0.056529537657555355,,0.0
0.06293159571908187,,0.0
0.06818120219747215,,0.0
0.10369704754977577,,1.0
0.08554616626029184,,1.0
0.08033912473424211,,1.0
0.09607881265438008,,1.0
0.12359903036515633,,1.0
0.10369704754977571,,1.0
0.0855461662602918,,1.0
0.08033912473424212,,1.0
0.09607881265438006,,1.0
0.1235990303651563,,1.0
0.09343486198236169,,1.0
0.07708024892236018,,1.0
0.07238851258252516,,1.0
0.08657055154325462,,1.0
0.11136728206054973,,1.0
0.17661630749832358,,1.0
0.18137963888391853,,1.0
0.15686675182734164,,1.0
0.11514212680235696,,1.0
