bracing_leg_velocity,push_leg_knee_angle,ankle_distance,label
3.2234674856744956,157.71305480316246,0.04114225255208011,1
0.36683798700614245,147.8121461344345,0.11238096527976753,1
0.2813037112656933,145.6161643035392,0.11947924348632226,1
3.4015830451587243,169.714684646375,0.10733696616424875,1
4.019879436699991,154.25087165446604,0.11539933974163886,1
1.4821077230117834,165.90307320695254,0.04114225255207998,1
1.8505800067173996,168.8675068888958,0.1123809652797676,1
0.157516908067353,171.55691720281484,0.11947924348632231,1
3.4030157499546085,156.96827038401938,0.10733696616424884,1
0.3511764642824823,154.25087165446604,0.11824537970984972,1
1.5186602529164543,165.9030732069525,0.042156924693251746,1
1.8962199962986326,168.8675068888959,0.1151525644896799,1
0.16140167393371424,171.55691720281496,0.12242590421328123,1
3.4869427365258083,156.9682703840194,0.10998416758198551,1
0.23022679871733434,171.97349512703454,0.11845627379304371,0
0.2086784375198427,165.26386106037603,0.12294197201730322,0
0.14116540614976159,163.17184637371952,0.12494026666283828,0
0.15371285368053747,161.28600168483206,0.1290726509099701,0
0.1369376172305147,159.39928639476682,0.13202688384751113,0
0.08772183781330042,159.6183878640383,0.13247749988242846,0
0.11369637561578957,162.90122494053156,0.13396621178722418,0
5.697380575438903,157.13255213180497,0.1142177207258916,0
0.09966683225524542,162.70368082541418,0.11845627379304366,0
0.14836740162892362,162.89156374866852,0.1229419720173032,0
0.23469315907781263,163.2932181513205,0.1249402666628382,0
0.13531108016337912,164.33079441886974,0.12907265090997008,0
0.08461500359748561,164.3521045951303,0.13202688384751113,0
0.1785893119913919,164.98504784740686,0.13247749988242846,0
0.1737044586030843,167.09311445078038,0.13396621178722426,0
0.8934569126371759,157.13255213180494,0.11874077755827966,0
0.10361366943366078,162.70368082541418,0.12314717862912138,0
0.15424279631703663,162.8915637486685,0.12781051188122355,0
0.2439870802831681,163.29321815132045,0.12988793960866718,0
0.14066944051010496,164.33079441886977,0.13418396754159714,0
0.08796578373660882,164.35210459513027,0.13725518901110753,0
0.18566150361507663,164.98504784740683,0.13772364957945238,0
0.18058320853179693,167.0931144507803,0.13927131493306197,0
0.18491736022621721,164.05855458460923,0.10790943268584151,0
3.194041860148515,178.85579017596052,0.1012126675508733,0
0.11223426108807252,177.20544822579964,0.11314349857666378,0
